"State","Year","Variable","Value"
"North Carolina","2015","Unemployment","5.8"
"North Carolina","2016","Unemployment","5.1"
"North Dakota","1990","Unemployment","4"
"North Dakota","1991","Unemployment","4.4"
"North Dakota","1992","Unemployment","4.7"
"North Dakota","1993","Unemployment","4.3"
"North Dakota","1994","Unemployment","3.7"
"North Dakota","1995","Unemployment","3.2"
"North Dakota","1996","Unemployment","2.9"
"North Dakota","1997","Unemployment","2.7"
"North Dakota","1998","Unemployment","2.9"
"North Dakota","1999","Unemployment","3.3"
"North Dakota","2000","Unemployment","3"
"North Dakota","2001","Unemployment","2.9"
"North Dakota","2002","Unemployment","3.7"
"North Dakota","2003","Unemployment","3.7"
"North Dakota","2004","Unemployment","3.4"
"North Dakota","2005","Unemployment","3.4"
"North Dakota","2006","Unemployment","3.2"
"North Dakota","2007","Unemployment","3.1"
"North Dakota","2008","Unemployment","3.2"
"North Dakota","2009","Unemployment","4.1"
"North Dakota","2010","Unemployment","3.8"
"North Dakota","2011","Unemployment","3.5"
"North Dakota","2012","Unemployment","3.1"
"North Dakota","2013","Unemployment","2.9"
"North Dakota","2014","Unemployment","2.7"
"North Dakota","2015","Unemployment","2.8"
"North Dakota","2016","Unemployment","3.2"
"Ohio","1990","Unemployment","5.6"
"Ohio","1991","Unemployment","6.5"
"Ohio","1992","Unemployment","7.4"
"Ohio","1993","Unemployment","6.6"
"Ohio","1994","Unemployment","5.6"
"Ohio","1995","Unemployment","4.8"
"Ohio","1996","Unemployment","5"
"Ohio","1997","Unemployment","4.6"
"Ohio","1998","Unemployment","4.3"
"Ohio","1999","Unemployment","4.3"
"Ohio","2000","Unemployment","4"
"Ohio","2001","Unemployment","4.3"
"Ohio","2002","Unemployment","5.7"
"Ohio","2003","Unemployment","6.2"
"Ohio","2004","Unemployment","6.3"
"Ohio","2005","Unemployment","5.9"
"Ohio","2006","Unemployment","5.4"
"Ohio","2007","Unemployment","5.6"
"Ohio","2008","Unemployment","6.4"
"Ohio","2009","Unemployment","10.3"
"Ohio","2010","Unemployment","10.3"
"Ohio","2011","Unemployment","8.8"
"Ohio","2012","Unemployment","7.4"
"Ohio","2013","Unemployment","7.5"
"Ohio","2014","Unemployment","5.8"
"Ohio","2015","Unemployment","4.9"
"Ohio","2016","Unemployment","4.9"
"Oklahoma","1990","Unemployment","5.7"
"Oklahoma","1991","Unemployment","6.3"
"Oklahoma","1992","Unemployment","6"
"Oklahoma","1993","Unemployment","5.9"
"Oklahoma","1994","Unemployment","5.6"
"Oklahoma","1995","Unemployment","4.6"
"Oklahoma","1996","Unemployment","4.1"
"Oklahoma","1997","Unemployment","4.1"
"Oklahoma","1998","Unemployment","4.3"
"Oklahoma","1999","Unemployment","3.5"
"Oklahoma","2000","Unemployment","3"
"Oklahoma","2001","Unemployment","3.7"
"Oklahoma","2002","Unemployment","4.7"
"Oklahoma","2003","Unemployment","5.5"
"Oklahoma","2004","Unemployment","4.9"
"Oklahoma","2005","Unemployment","4.5"
"Oklahoma","2006","Unemployment","4"
"Oklahoma","2007","Unemployment","4.1"
"Oklahoma","2008","Unemployment","3.7"
"Oklahoma","2009","Unemployment","6.4"
"Oklahoma","2010","Unemployment","6.8"
"Oklahoma","2011","Unemployment","5.9"
"Oklahoma","2012","Unemployment","5.2"
"Oklahoma","2013","Unemployment","5.3"
"Oklahoma","2014","Unemployment","4.5"
"Oklahoma","2015","Unemployment","4.4"
"Oklahoma","2016","Unemployment","4.9"
"Oregon","1990","Unemployment","5.5"
"Oregon","1991","Unemployment","6.4"
"Oregon","1992","Unemployment","7.4"
"Oregon","1993","Unemployment","7"
"Oregon","1994","Unemployment","5.4"
"Oregon","1995","Unemployment","4.9"
"Oregon","1996","Unemployment","5.7"
"Oregon","1997","Unemployment","5.7"
"Oregon","1998","Unemployment","5.7"
"Oregon","1999","Unemployment","5.5"
"Oregon","2000","Unemployment","5.1"
"Oregon","2001","Unemployment","6.4"
"Oregon","2002","Unemployment","7.5"
"Oregon","2003","Unemployment","8.1"
"Oregon","2004","Unemployment","7.3"
"Oregon","2005","Unemployment","6.2"
"Oregon","2006","Unemployment","5.3"
"Oregon","2007","Unemployment","5.2"
"Oregon","2008","Unemployment","6.5"
"Oregon","2009","Unemployment","11.3"
"Oregon","2010","Unemployment","10.6"
"Oregon","2011","Unemployment","9.5"
"Oregon","2012","Unemployment","8.8"
"Oregon","2013","Unemployment","7.9"
"Oregon","2014","Unemployment","6.8"
"Oregon","2015","Unemployment","5.6"
"Oregon","2016","Unemployment","4.9"
"Pennsylvania","1990","Unemployment","5.5"
"Pennsylvania","1991","Unemployment","7"
"Pennsylvania","1992","Unemployment","7.6"
"Pennsylvania","1993","Unemployment","7"
"Pennsylvania","1994","Unemployment","6.3"
"Pennsylvania","1995","Unemployment","5.9"
"Pennsylvania","1996","Unemployment","5.4"
"Pennsylvania","1997","Unemployment","5.1"
"Pennsylvania","1998","Unemployment","4.6"
"Pennsylvania","1999","Unemployment","4.4"
"Pennsylvania","2000","Unemployment","4.1"
"Pennsylvania","2001","Unemployment","4.8"
"Pennsylvania","2002","Unemployment","5.6"
"Pennsylvania","2003","Unemployment","5.7"
"Pennsylvania","2004","Unemployment","5.4"
"Pennsylvania","2005","Unemployment","5"
"Pennsylvania","2006","Unemployment","4.6"
"Pennsylvania","2007","Unemployment","4.4"
"Pennsylvania","2008","Unemployment","5.3"
"Pennsylvania","2009","Unemployment","8"
"Pennsylvania","2010","Unemployment","8.5"
"Pennsylvania","2011","Unemployment","7.9"
"Pennsylvania","2012","Unemployment","7.8"
"Pennsylvania","2013","Unemployment","7.4"
"Pennsylvania","2014","Unemployment","5.8"
"Pennsylvania","2015","Unemployment","5.3"
"Pennsylvania","2016","Unemployment","5.4"
"Rhode Island","1990","Unemployment","6.3"
"Rhode Island","1991","Unemployment","8.6"
"Rhode Island","1992","Unemployment","8.9"
"Rhode Island","1993","Unemployment","7.7"
"Rhode Island","1994","Unemployment","6.9"
"Rhode Island","1995","Unemployment","6.3"
"Rhode Island","1996","Unemployment","5.4"
"Rhode Island","1997","Unemployment","5.1"
"Rhode Island","1998","Unemployment","4.6"
"Rhode Island","1999","Unemployment","4.2"
"Rhode Island","2000","Unemployment","4.1"
"Rhode Island","2001","Unemployment","4.6"
"Rhode Island","2002","Unemployment","5"
"Rhode Island","2003","Unemployment","5.3"
"Rhode Island","2004","Unemployment","5.2"
"Rhode Island","2005","Unemployment","5"
"Rhode Island","2006","Unemployment","4.9"
"Rhode Island","2007","Unemployment","5.2"
"Rhode Island","2008","Unemployment","7.8"
"Rhode Island","2009","Unemployment","11"
"Rhode Island","2010","Unemployment","11.2"
"Rhode Island","2011","Unemployment","11"
"Rhode Island","2012","Unemployment","10.4"
"Rhode Island","2013","Unemployment","9.2"
"Rhode Island","2014","Unemployment","7.7"
"Rhode Island","2015","Unemployment","6"
"Rhode Island","2016","Unemployment","5.3"
"South Carolina","1990","Unemployment","4.8"
"South Carolina","1991","Unemployment","6.1"
"South Carolina","1992","Unemployment","6.7"
"South Carolina","1993","Unemployment","7.3"
"South Carolina","1994","Unemployment","6.2"
"South Carolina","1995","Unemployment","5.2"
"South Carolina","1996","Unemployment","5.8"
"South Carolina","1997","Unemployment","4.6"
"South Carolina","1998","Unemployment","3.8"
"South Carolina","1999","Unemployment","4.3"
"South Carolina","2000","Unemployment","3.8"
"South Carolina","2001","Unemployment","5.2"
"South Carolina","2002","Unemployment","5.8"
"South Carolina","2003","Unemployment","6.9"
"South Carolina","2004","Unemployment","6.8"
"South Carolina","2005","Unemployment","6.7"
"South Carolina","2006","Unemployment","6.4"
"South Carolina","2007","Unemployment","5.7"
"South Carolina","2008","Unemployment","6.8"
"South Carolina","2009","Unemployment","11.2"
"South Carolina","2010","Unemployment","11.2"
"South Carolina","2011","Unemployment","10.6"
"South Carolina","2012","Unemployment","9.2"
"South Carolina","2013","Unemployment","7.6"
"South Carolina","2014","Unemployment","6.4"
"South Carolina","2015","Unemployment","6"
"South Carolina","2016","Unemployment","4.8"
"South Dakota","1990","Unemployment","3.8"
"South Dakota","1991","Unemployment","3.5"
"South Dakota","1992","Unemployment","3.3"
"South Dakota","1993","Unemployment","3.4"
"South Dakota","1994","Unemployment","3.3"
"South Dakota","1995","Unemployment","3"
"South Dakota","1996","Unemployment","3.2"
"South Dakota","1997","Unemployment","2.9"
"South Dakota","1998","Unemployment","2.8"
"South Dakota","1999","Unemployment","2.7"
"South Dakota","2000","Unemployment","2.5"
"South Dakota","2001","Unemployment","3.1"
"South Dakota","2002","Unemployment","3.2"
"South Dakota","2003","Unemployment","3.5"
"South Dakota","2004","Unemployment","3.7"
"South Dakota","2005","Unemployment","3.8"
"South Dakota","2006","Unemployment","3.1"
"South Dakota","2007","Unemployment","2.8"
"South Dakota","2008","Unemployment","3.1"
"South Dakota","2009","Unemployment","4.9"
"South Dakota","2010","Unemployment","5"
"South Dakota","2011","Unemployment","4.7"
"South Dakota","2012","Unemployment","4.3"
"South Dakota","2013","Unemployment","3.8"
"South Dakota","2014","Unemployment","3.4"
"South Dakota","2015","Unemployment","3.1"
"South Dakota","2016","Unemployment","2.8"
"Tennessee","1990","Unemployment","5.3"
"Tennessee","1991","Unemployment","6.8"
"Tennessee","1992","Unemployment","6.5"
"Tennessee","1993","Unemployment","5.8"
"Tennessee","1994","Unemployment","4.8"
"Tennessee","1995","Unemployment","5.2"
"Tennessee","1996","Unemployment","5.2"
"Tennessee","1997","Unemployment","5.3"
"Tennessee","1998","Unemployment","4.3"
"Tennessee","1999","Unemployment","4"
"Tennessee","2000","Unemployment","3.9"
"Tennessee","2001","Unemployment","4.6"
"Tennessee","2002","Unemployment","5.2"
"Tennessee","2003","Unemployment","5.6"
"Tennessee","2004","Unemployment","5.3"
"Tennessee","2005","Unemployment","5.6"
"Tennessee","2006","Unemployment","5.2"
"Tennessee","2007","Unemployment","4.7"
"Tennessee","2008","Unemployment","6.6"
"Tennessee","2009","Unemployment","10.5"
"Tennessee","2010","Unemployment","9.7"
"Tennessee","2011","Unemployment","9"
"Tennessee","2012","Unemployment","7.8"
"Tennessee","2013","Unemployment","7.8"
"Tennessee","2014","Unemployment","6.5"
"Tennessee","2015","Unemployment","5.6"
"Tennessee","2016","Unemployment","4.8"
"Texas","1990","Unemployment","6.3"
"Texas","1991","Unemployment","6.9"
"Texas","1992","Unemployment","7.6"
"Texas","1993","Unemployment","7.2"
"Texas","1994","Unemployment","6.5"
"Texas","1995","Unemployment","6.1"
"Texas","1996","Unemployment","5.7"
"Texas","1997","Unemployment","5.3"
"Texas","1998","Unemployment","4.9"
"Texas","1999","Unemployment","4.7"
"Texas","2000","Unemployment","4.3"
"Texas","2001","Unemployment","5"
"Texas","2002","Unemployment","6.4"
"Texas","2003","Unemployment","6.7"
"Texas","2004","Unemployment","5.9"
"Texas","2005","Unemployment","5.4"
"Texas","2006","Unemployment","4.9"
"Texas","2007","Unemployment","4.3"
"Texas","2008","Unemployment","4.8"
"Texas","2009","Unemployment","7.6"
"Texas","2010","Unemployment","8.1"
"Texas","2011","Unemployment","7.8"
"Texas","2012","Unemployment","6.7"
"Texas","2013","Unemployment","6.2"
"Texas","2014","Unemployment","5.1"
"Texas","2015","Unemployment","4.5"
"Texas","2016","Unemployment","4.6"
"Utah","1990","Unemployment","4.4"
"Utah","1991","Unemployment","4.7"
"Utah","1992","Unemployment","4.8"
"Utah","1993","Unemployment","4.1"
"Utah","1994","Unemployment","3.8"
"Utah","1995","Unemployment","3.5"
"Utah","1996","Unemployment","3.4"
"Utah","1997","Unemployment","3.2"
"Utah","1998","Unemployment","3.6"
"Utah","1999","Unemployment","3.5"
"Utah","2000","Unemployment","3.3"
"Utah","2001","Unemployment","4.4"
"Utah","2002","Unemployment","5.8"
"Utah","2003","Unemployment","5.6"
"Utah","2004","Unemployment","5"
"Utah","2005","Unemployment","4.1"
"Utah","2006","Unemployment","3"
"Utah","2007","Unemployment","2.6"
"Utah","2008","Unemployment","3.6"
"Utah","2009","Unemployment","7.3"
"Utah","2010","Unemployment","7.8"
"Utah","2011","Unemployment","6.7"
"Utah","2012","Unemployment","5.4"
"Utah","2013","Unemployment","4.6"
"Utah","2014","Unemployment","3.8"
"Utah","2015","Unemployment","3.6"
"Utah","2016","Unemployment","3.4"
"Vermont","1990","Unemployment","5"
"Vermont","1991","Unemployment","6.6"
"Vermont","1992","Unemployment","6.1"
"Vermont","1993","Unemployment","5.2"
"Vermont","1994","Unemployment","4.6"
"Vermont","1995","Unemployment","4.3"
"Vermont","1996","Unemployment","4.3"
"Vermont","1997","Unemployment","3.9"
"Vermont","1998","Unemployment","3.4"
"Vermont","1999","Unemployment","3"
"Vermont","2000","Unemployment","2.8"
"Vermont","2001","Unemployment","3.3"
"Vermont","2002","Unemployment","4"
"Vermont","2003","Unemployment","4.3"
"Vermont","2004","Unemployment","3.7"
"Vermont","2005","Unemployment","3.5"
"Vermont","2006","Unemployment","3.7"
"Vermont","2007","Unemployment","4"
"Vermont","2008","Unemployment","4.7"
"Vermont","2009","Unemployment","6.6"
"Vermont","2010","Unemployment","6.1"
"Vermont","2011","Unemployment","5.5"
"Vermont","2012","Unemployment","5"
"Vermont","2013","Unemployment","4.4"
"Vermont","2014","Unemployment","4"
"Vermont","2015","Unemployment","3.6"
"Vermont","2016","Unemployment","3.3"
"Virginia","1990","Unemployment","4.5"
"Virginia","1991","Unemployment","5.9"
"Virginia","1992","Unemployment","6.3"
"Virginia","1993","Unemployment","5.2"
"Virginia","1994","Unemployment","4.9"
"Virginia","1995","Unemployment","4.5"
"Virginia","1996","Unemployment","4.4"
"Virginia","1997","Unemployment","3.8"
"Virginia","1998","Unemployment","2.9"
"Virginia","1999","Unemployment","2.7"
"Virginia","2000","Unemployment","2.3"
"Virginia","2001","Unemployment","3.2"
"Virginia","2002","Unemployment","4.2"
"Virginia","2003","Unemployment","4.1"
"Virginia","2004","Unemployment","3.8"
"Virginia","2005","Unemployment","3.6"
"Virginia","2006","Unemployment","3.1"
"Virginia","2007","Unemployment","3"
"Virginia","2008","Unemployment","3.9"
"Virginia","2009","Unemployment","6.7"
"Virginia","2010","Unemployment","7.1"
"Virginia","2011","Unemployment","6.6"
"Virginia","2012","Unemployment","6.1"
"Virginia","2013","Unemployment","5.7"
"Virginia","2014","Unemployment","5.2"
"Virginia","2015","Unemployment","4.5"
"Virginia","2016","Unemployment","4"
"Washington","1990","Unemployment","5.2"
"Washington","1991","Unemployment","6.3"
"Washington","1992","Unemployment","7.3"
"Washington","1993","Unemployment","7.3"
"Washington","1994","Unemployment","6.6"
"Washington","1995","Unemployment","6.4"
"Washington","1996","Unemployment","6.1"
"Washington","1997","Unemployment","4.9"
"Washington","1998","Unemployment","4.8"
"Washington","1999","Unemployment","4.9"
"Washington","2000","Unemployment","5.2"
"Washington","2001","Unemployment","6.3"
"Washington","2002","Unemployment","7.4"
"Washington","2003","Unemployment","7.4"
"Washington","2004","Unemployment","6.3"
"Washington","2005","Unemployment","5.6"
"Washington","2006","Unemployment","5"
"Washington","2007","Unemployment","4.7"
"Washington","2008","Unemployment","5.4"
"Washington","2009","Unemployment","9.2"
"Washington","2010","Unemployment","10"
"Washington","2011","Unemployment","9.3"
"Washington","2012","Unemployment","8.1"
"Washington","2013","Unemployment","7"
"Washington","2014","Unemployment","6.1"
"Washington","2015","Unemployment","5.6"
"Washington","2016","Unemployment","5.4"
"West Virginia","1990","Unemployment","8.5"
"West Virginia","1991","Unemployment","10.6"
"West Virginia","1992","Unemployment","11.3"
"West Virginia","1993","Unemployment","10.6"
"West Virginia","1994","Unemployment","8.8"
"West Virginia","1995","Unemployment","7.9"
"West Virginia","1996","Unemployment","7.5"
"West Virginia","1997","Unemployment","6.9"
"West Virginia","1998","Unemployment","6.6"
"West Virginia","1999","Unemployment","6.5"
"West Virginia","2000","Unemployment","5.5"
"West Virginia","2001","Unemployment","5"
"West Virginia","2002","Unemployment","5.9"
"West Virginia","2003","Unemployment","6"
"West Virginia","2004","Unemployment","5.3"
"West Virginia","2005","Unemployment","5.1"
"West Virginia","2006","Unemployment","4.9"
"West Virginia","2007","Unemployment","4.6"
"West Virginia","2008","Unemployment","4.3"
"West Virginia","2009","Unemployment","7.7"
"West Virginia","2010","Unemployment","8.7"
"West Virginia","2011","Unemployment","8.1"
"West Virginia","2012","Unemployment","7.5"
"West Virginia","2013","Unemployment","6.8"
"West Virginia","2014","Unemployment","6.6"
"West Virginia","2015","Unemployment","6.8"
"West Virginia","2016","Unemployment","6"
"Wisconsin","1990","Unemployment","4.4"
"Wisconsin","1991","Unemployment","5.5"
"Wisconsin","1992","Unemployment","5.1"
"Wisconsin","1993","Unemployment","4.8"
"Wisconsin","1994","Unemployment","4.5"
"Wisconsin","1995","Unemployment","3.8"
"Wisconsin","1996","Unemployment","3.6"
"Wisconsin","1997","Unemployment","3.6"
"Wisconsin","1998","Unemployment","3.4"
"Wisconsin","1999","Unemployment","3.1"
"Wisconsin","2000","Unemployment","3.5"
"Wisconsin","2001","Unemployment","4.5"
"Wisconsin","2002","Unemployment","5.4"
"Wisconsin","2003","Unemployment","5.7"
"Wisconsin","2004","Unemployment","5"
"Wisconsin","2005","Unemployment","4.7"
"Wisconsin","2006","Unemployment","4.7"
"Wisconsin","2007","Unemployment","4.9"
"Wisconsin","2008","Unemployment","4.9"
"Wisconsin","2009","Unemployment","8.6"
"Wisconsin","2010","Unemployment","8.7"
"Wisconsin","2011","Unemployment","7.8"
"Wisconsin","2012","Unemployment","7"
"Wisconsin","2013","Unemployment","6.7"
"Wisconsin","2014","Unemployment","5.4"
"Wisconsin","2015","Unemployment","4.6"
"Wisconsin","2016","Unemployment","4.1"
"Wyoming","1990","Unemployment","5.3"
"Wyoming","1991","Unemployment","5.2"
"Wyoming","1992","Unemployment","5.6"
"Wyoming","1993","Unemployment","5.3"
"Wyoming","1994","Unemployment","5"
"Wyoming","1995","Unemployment","4.8"
"Wyoming","1996","Unemployment","4.9"
"Wyoming","1997","Unemployment","4.8"
"Wyoming","1998","Unemployment","4.7"
"Wyoming","1999","Unemployment","4.6"
